Language,Total Records,File Name,Run Number,Point,Cycles
c,10,10_rows.csv,6,Start Free Used Memory,69021578116141
c,10,10_rows.csv,6,End Program,69021578686463
c,10,10_rows.csv,7,Start Read People CSV File,69022476212385
c,10,10_rows.csv,7,Start Validate Person Rows,69022476865397
c,10,10_rows.csv,7,Start Quick Sort Person Rows,69022477463447
c,10,10_rows.csv,7,Start Print Person Rows,69022478109313
c,10,10_rows.csv,7,Start Free Used Memory,69022478740513
c,10,10_rows.csv,7,End Program,69022479322425
c,10,10_rows.csv,8,Start Read People CSV File,69023376251799
c,10,10_rows.csv,8,Start Validate Person Rows,69023376911339
c,10,10_rows.csv,8,Start Quick Sort Person Rows,69023377498051
c,10,10_rows.csv,8,Start Print Person Rows,69023378076551
c,10,10_rows.csv,8,Start Free Used Memory,69023378639735
c,10,10_rows.csv,8,End Program,69023379225741
c,10,10_rows.csv,9,Start Read People CSV File,69024274823695
c,10,10_rows.csv,9,Start Validate Person Rows,69024275475449
c,10,10_rows.csv,9,Start Quick Sort Person Rows,69024276052425
c,10,10_rows.csv,9,Start Print Person Rows,69024276633725
c,10,10_rows.csv,9,Start Free Used Memory,69024277210281
c,10,10_rows.csv,9,End Program,69024277801865
c,10,10_rows.csv,10,Start Read People CSV File,69025171525137
c,10,10_rows.csv,10,Start Validate Person Rows,69025172243041
c,10,10_rows.csv,10,Start Quick Sort Person Rows,69025172819365
c,10,10_rows.csv,10,Start Print Person Rows,69025173415417
c,10,10_rows.csv,10,Start Free Used Memory,69025174003099
c,10,10_rows.csv,10,End Program,69025174641797
c,25000,25000_rows.csv,1,Start Read People CSV File,69026071756519
c,25000,25000_rows.csv,1,Start Validate Person Rows,69026079388359
c,25000,25000_rows.csv,1,Start Quick Sort Person Rows,69026089120723
c,25000,25000_rows.csv,1,Start Print Person Rows,69026097325529
c,25000,25000_rows.csv,1,Start Free Used Memory,69026104199153
c,25000,25000_rows.csv,1,End Program,69026111505715
c,25000,25000_rows.csv,2,Start Read People CSV File,69027044905809
c,25000,25000_rows.csv,2,Start Validate Person Rows,69027052867105
c,25000,25000_rows.csv,2,Start Quick Sort Person Rows,69027062872195
c,25000,25000_rows.csv,2,Start Print Person Rows,69027071951787
c,25000,25000_rows.csv,2,Start Free Used Memory,69027079013677
c,25000,25000_rows.csv,2,End Program,69027085880501
c,25000,25000_rows.csv,3,Start Read People CSV File,69028016275197
c,25000,25000_rows.csv,3,Start Validate Person Rows,69028023951867
c,25000,25000_rows.csv,3,Start Quick Sort Person Rows,69028033932895
c,25000,25000_rows.csv,3,Start Print Person Rows,69028042062191
c,25000,25000_rows.csv,3,Start Free Used Memory,69028048780863
c,25000,25000_rows.csv,3,End Program,69028055697469
c,25000,25000_rows.csv,4,Start Read People CSV File,69028987780729
c,25000,25000_rows.csv,4,Start Validate Person Rows,69028995391347
c,25000,25000_rows.csv,4,Start Quick Sort Person Rows,69029005462415
c,25000,25000_rows.csv,4,Start Print Person Rows,69029013807551
c,25000,25000_rows.csv,4,Start Free Used Memory,69029020992823
c,25000,25000_rows.csv,4,End Program,69029028098925
c,25000,25000_rows.csv,5,Start Read People CSV File,69029958032093
c,25000,25000_rows.csv,5,Start Validate Person Rows,69029965818237
c,25000,25000_rows.csv,5,Start Quick Sort Person Rows,69029975711471
c,25000,25000_rows.csv,5,Start Print Person Rows,69029983978025
c,25000,25000_rows.csv,5,Start Free Used Memory,69029991137537
c,25000,25000_rows.csv,5,End Program,69029998281723
c,25000,25000_rows.csv,6,Start Read People CSV File,69030940587427
c,25000,25000_rows.csv,6,Start Validate Person Rows,69030948349667
c,25000,25000_rows.csv,6,Start Quick Sort Person Rows,69030958230123
c,25000,25000_rows.csv,6,Start Print Person Rows,69030966571205
c,25000,25000_rows.csv,6,Start Free Used Memory,69030973630143
c,25000,25000_rows.csv,6,End Program,69030980574589
c,25000,25000_rows.csv,7,Start Read People CSV File,69031911872911
c,25000,25000_rows.csv,7,Start Validate Person Rows,69031919380615
c,25000,25000_rows.csv,7,Start Quick Sort Person Rows,69031929294943
c,25000,25000_rows.csv,7,Start Print Person Rows,69031937711159
c,25000,25000_rows.csv,7,Start Free Used Memory,69031944612493
c,25000,25000_rows.csv,7,End Program,69031951582507
c,25000,25000_rows.csv,8,Start Read People CSV File,69032885369585
c,25000,25000_rows.csv,8,Start Validate Person Rows,69032893131309
c,25000,25000_rows.csv,8,Start Quick Sort Person Rows,69032903227057
c,25000,25000_rows.csv,8,Start Print Person Rows,69032911283355
c,25000,25000_rows.csv,8,Start Free Used Memory,69032918223323
c,25000,25000_rows.csv,8,End Program,69032925136111
c,25000,25000_rows.csv,9,Start Read People CSV File,69033859258175
c,25000,25000_rows.csv,9,Start Validate Person Rows,69033866854329
c,25000,25000_rows.csv,9,Start Quick Sort Person Rows,69033876999397
c,25000,25000_rows.csv,9,Start Print Person Rows,69033885343701
c,25000,25000_rows.csv,9,Start Free Used Memory,69033892728047
c,25000,25000_rows.csv,9,End Program,69033900202185
c,25000,25000_rows.csv,10,Start Read People CSV File,69034832581075
c,25000,25000_rows.csv,10,Start Validate Person Rows,69034840151241
c,25000,25000_rows.csv,10,Start Quick Sort Person Rows,69034849986129
c,25000,25000_rows.csv,10,Start Print Person Rows,69034858199399
c,25000,25000_rows.csv,10,Start Free Used Memory,69034865234685
c,25000,25000_rows.csv,10,End Program,69034872404065
c,2500,2500_rows.csv,1,Start Read People CSV File,69035810975061
c,2500,2500_rows.csv,1,Start Validate Person Rows,69035812349913
c,2500,2500_rows.csv,1,Start Quick Sort Person Rows,69035813909523
c,2500,2500_rows.csv,1,Start Print Person Rows,69035814889341
c,2500,2500_rows.csv,1,Start Free Used Memory,69035815955667
c,2500,2500_rows.csv,1,End Program,69035817265939
c,2500,2500_rows.csv,2,Start Read People CSV File,69036713787641
c,2500,2500_rows.csv,2,Start Validate Person Rows,69036715119841
c,2500,2500_rows.csv,2,Start Quick Sort Person Rows,69036716630425
c,2500,2500_rows.csv,2,Start Print Person Rows,69036717595773
c,2500,2500_rows.csv,2,Start Free Used Memory,69036718555841
c,2500,2500_rows.csv,2,End Program,69036720311311
c,2500,2500_rows.csv,3,Start Read People CSV File,69037618050025
c,2500,2500_rows.csv,3,Start Validate Person Rows,69037619388077
c,2500,2500_rows.csv,3,Start Quick Sort Person Rows,69037620918251
c,2500,2500_rows.csv,3,Start Print Person Rows,69037621922511
c,2500,2500_rows.csv,3,Start Free Used Memory,69037622870253
c,2500,2500_rows.csv,3,End Program,69037624175219
c,2500,2500_rows.csv,4,Start Read People CSV File,69038522478613
c,2500,2500_rows.csv,4,Start Validate Person Rows,69038523838639
c,2500,2500_rows.csv,4,Start Quick Sort Person Rows,69038525346209
c,2500,2500_rows.csv,4,Start Print Person Rows,69038526361723
c,2500,2500_rows.csv,4,Start Free Used Memory,69038527421609
c,2500,2500_rows.csv,4,End Program,69038529204265
c,2500,2500_rows.csv,5,Start Read People CSV File,69039426466359
c,2500,2500_rows.csv,5,Start Validate Person Rows,69039427877089
c,2500,2500_rows.csv,5,Start Quick Sort Person Rows,69039429371489
c,2500,2500_rows.csv,5,Start Print Person Rows,69039430409289
c,2500,2500_rows.csv,5,Start Free Used Memory,69039431441703
c,2500,2500_rows.csv,5,End Program,69039433203855
c,2500,2500_rows.csv,6,Start Read People CSV File,69040354608413
c,2500,2500_rows.csv,6,Start Validate Person Rows,69040355979061
c,2500,2500_rows.csv,6,Start Quick Sort Person Rows,69040357570465
c,2500,2500_rows.csv,6,Start Print Person Rows,69040358676319
c,2500,2500_rows.csv,6,Start Free Used Memory,69040359671391
c,2500,2500_rows.csv,6,End Program,69040361069251
c,2500,2500_rows.csv,7,Start Read People CSV File,69041260641419
c,2500,2500_rows.csv,7,Start Validate Person Rows,69041261957905
c,2500,2500_rows.csv,7,Start Quick Sort Person Rows,69041263603137
c,2500,2500_rows.csv,7,Start Print Person Rows,69041264621699
c,2500,2500_rows.csv,7,Start Free Used Memory,69041265599139
c,2500,2500_rows.csv,7,End Program,69041267385029
c,2500,2500_rows.csv,8,Start Read People CSV File,69042167342901
c,2500,2500_rows.csv,8,Start Validate Person Rows,69042168707507
c,2500,2500_rows.csv,8,Start Quick Sort Person Rows,69042170234339
c,2500,2500_rows.csv,8,Start Print Person Rows,69042171274013
c,2500,2500_rows.csv,8,Start Free Used Memory,69042172221717
